Churn,Contract,CustomerID,Dependents,DeviceProtection,Gender,InternetService,MonthlyCharges,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,Tenure,TotalCharges
No,One year,1184,Yes,Yes,Male,DSL,74.75,No,No,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,33,2453.3
Yes,Month-to-month,1185,No,Yes,Female,Fiber optic,79.25,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,13,1111.65
Yes,Month-to-month,1186,No,No,Female,DSL,24.8,No phone service,No,No,Yes,Yes,Electronic check,No,0,No,No,No,1,24.8
No,Month-to-month,1187,No,No,Male,DSL,51.8,No,Yes,No,Yes,No,Mailed check,Yes,0,No,No,No,20,1023.85
No,Month-to-month,1188,No,No,Male,DSL,30.4,No phone service,No,No,No,No,Electronic check,No,0,No,No,Yes,3,82.15
No,One year,1189,No,No internet service,Female,No,19.65,No,No internet service,No internet service,No,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,13,244.8
No,Month-to-month,1190,No,No,Female,DSL,56.6,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,0,No,No,No,40,2379.1
No,One year,1191,Yes,No,Male,DSL,71.9,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,43,3173.35
Yes,Month-to-month,1192,No,Yes,Male,Fiber optic,91.0,No,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,No,No,6,531
No,Two year,1193,Yes,No internet service,Female,No,19.75,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,69,1375.4
No,Two year,1194,Yes,Yes,Female,Fiber optic,109.7,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,72,8129.3
No,Two year,1195,Yes,No internet service,Male,No,19.3,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,59,1192.7
No,Month-to-month,1196,No,No,Female,Fiber optic,96.55,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,20,1901.65
No,Two year,1197,Yes,No internet service,Male,No,24.1,Yes,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,24,587.4
No,Month-to-month,1198,No,Yes,Male,Fiber optic,111.35,Yes,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,59,6519.75
No,Two year,1199,Yes,Yes,Male,Fiber optic,112.25,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,8041.65
No,Month-to-month,1200,Yes,No internet service,Male,No,20.75,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.75
No,One year,1201,No,No,Female,Fiber optic,101.9,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,27,2681.15
No,Month-to-month,1202,No,No,Female,Fiber optic,80.05,No,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,No,Yes,14,1112.3
No,Two year,1203,Yes,Yes,Male,Fiber optic,105.55,Yes,No,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,71,7405.5
No,Month-to-month,1204,Yes,No,Male,Fiber optic,78.3,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,13,1033.95
No,Month-to-month,1205,No,No,Male,Fiber optic,68.85,No,No,No,No,No,Credit card (automatic),Yes,0,No,No,No,44,2958.95
No,One year,1206,No,No,Female,Fiber optic,79.95,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,Yes,33,2684.85
No,Two year,1207,Yes,Yes,Male,DSL,55.45,No phone service,Yes,Yes,Yes,Yes,Credit card (automatic),No,0,Yes,No,Yes,72,4179.2
Yes,Month-to-month,1208,No,No,Male,Fiber optic,79.9,No,No,No,No,No,Electronic check,Yes,0,Yes,No,No,1,79.9
Yes,Month-to-month,1209,No,Yes,Female,Fiber optic,106.6,No,No,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,19,1934.45
No,One year,1210,No,Yes,Male,Fiber optic,102.45,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,64,6654.1
Yes,Month-to-month,1211,No,No,Male,DSL,46.0,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,2,84.5
No,Month-to-month,1212,No,No,Female,DSL,25.25,No phone service,No,No,No,No,Electronic check,No,0,No,No,No,1,25.25
No,Two year,1213,Yes,No internet service,Male,No,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,61,1124.2
No,One year,1214,Yes,No internet service,Female,No,20.0,No,No internet service,No internet service,No,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,29,540.05
No,Month-to-month,1215,No,No,Male,Fiber optic,86.8,Yes,No,No,No,Yes,Electronic check,Yes,1,Yes,No,No,23,1975.85
No,Month-to-month,1216,No,Yes,Female,DSL,58.75,No phone service,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,0,Yes,Yes,No,57,3437.45
No,Two year,1217,Yes,Yes,Male,DSL,45.25,No phone service,Yes,Yes,No,Yes,Credit card (automatic),No,0,No,No,Yes,72,3139.8
No,Two year,1218,No,Yes,Male,DSL,56.6,No phone service,Yes,Yes,Yes,Yes,Bank transfer (automatic),No,0,No,Yes,Yes,66,3789.2
No,Two year,1219,Yes,Yes,Male,DSL,84.2,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,65,5324.5
No,Month-to-month,1220,No,No,Female,Fiber optic,80.0,No,No,No,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,No,8,624.6
Yes,Month-to-month,1221,No,No,Female,Fiber optic,70.15,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,4,268.35
No,Two year,1222,No,No internet service,Female,No,24.75,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,71,1836.9
No,One year,1223,Yes,No internet service,Male,No,20.2,No,No internet service,No internet service,Yes,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,1,20.2
Yes,Month-to-month,1224,No,No,Male,DSL,50.05,No,No,No,No,Yes,Mailed check,Yes,0,No,No,Yes,4,179.35
No,One year,1225,No,No internet service,Female,No,19.35,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,12,219.35
No,One year,1226,No,No,Male,DSL,50.6,No phone service,No,Yes,Yes,No,Mailed check,No,0,Yes,Yes,No,24,1288.75
No,One year,1227,Yes,Yes,Female,DSL,81.15,No,No,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,Yes,31,2545.75
Yes,Month-to-month,1228,No,No,Female,DSL,55.2,No,No,No,No,Yes,Mailed check,Yes,0,No,Yes,No,1,55.2
No,Month-to-month,1229,No,No,Male,Fiber optic,89.9,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,30,2723.15
No,Two year,1230,Yes,No,Female,DSL,85.3,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,47,4107.25
No,Two year,1231,No,No,Male,Fiber optic,108.0,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,54,5760.65
No,Month-to-month,1232,No,No,Male,Fiber optic,93.5,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,No,Yes,50,4747.5
Yes,Month-to-month,1233,No,No,Male,Fiber optic,84.6,No,No,Yes,Yes,No,Mailed check,Yes,0,Yes,No,No,1,84.6
No,Two year,1234,No,No internet service,Female,No,20.25,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,72,1566.9
No,Month-to-month,1235,No,No internet service,Female,No,25.15,Yes,No internet service,No internet service,No,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,29,702
Yes,Month-to-month,1236,No,No,Male,DSL,54.4,Yes,Yes,No,Yes,No,Mailed check,Yes,0,No,No,No,2,114.1
No,Two year,1237,No,No,Female,DSL,29.6,No phone service,No,No,Yes,No,Mailed check,No,0,No,No,Yes,10,299.05
No,Month-to-month,1238,No,No,Male,Fiber optic,73.15,Yes,No,No,Yes,Yes,Electronic check,Yes,0,No,No,No,18,1305.95
Yes,Month-to-month,1239,No,No,Female,Fiber optic,95.0,No,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,11,1120.3
No,Two year,1240,No,No internet service,Male,No,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,16,284.35
No,Two year,1241,No,Yes,Female,DSL,86.6,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,6350.5
No,Two year,1242,No,Yes,Male,Fiber optic,109.2,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,7878.3
No,One year,1243,Yes,No,Female,DSL,74.7,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,41,3187.65
No,Month-to-month,1244,No,Yes,Female,Fiber optic,94.4,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,No,No,65,6126.15
No,Month-to-month,1245,No,Yes,Female,DSL,54.8,No,Yes,No,Yes,No,Electronic check,Yes,1,No,No,No,13,731.3
No,Month-to-month,1246,No,No,Male,Fiber optic,75.35,No,No,Yes,No,No,Electronic check,Yes,1,No,No,No,4,273.4
No,One year,1247,No,Yes,Male,DSL,65.0,Yes,No,No,No,No,Mailed check,Yes,0,Yes,No,No,41,2531.8
Yes,Month-to-month,1248,No,No,Male,Fiber optic,74.4,No,Yes,No,Yes,No,Electronic check,Yes,1,No,No,No,15,1074.3
Yes,Month-to-month,1249,No,No,Male,DSL,48.55,No,No,Yes,Yes,No,Mailed check,Yes,0,No,No,No,1,48.55
No,One year,1250,No,Yes,Male,Fiber optic,99.0,Yes,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,42,4298.45
No,One year,1251,No,Yes,Female,Fiber optic,93.5,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,51,4619.55
Yes,Month-to-month,1252,Yes,No,Female,Fiber optic,70.4,No,No,No,No,Yes,Electronic check,Yes,0,No,No,No,2,147.15
Yes,Month-to-month,1253,No,No,Male,DSL,40.2,No phone service,Yes,No,No,Yes,Electronic check,No,1,No,Yes,No,1,40.2
No,One year,1254,Yes,Yes,Male,DSL,83.7,Yes,Yes,No,No,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,32,2633.3
No,Month-to-month,1255,No,No internet service,Male,No,19.85,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,10,193.05
No,Two year,1256,Yes,Yes,Female,DSL,59.55,No phone service,Yes,No,Yes,Yes,Electronic check,No,0,Yes,Yes,Yes,67,4103.9
No,Two year,1257,Yes,Yes,Female,Fiber optic,115.1,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,61,7008.15
No,One year,1258,No,Yes,Male,Fiber optic,114.35,Yes,Yes,Yes,No,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,50,5791.1
Yes,Month-to-month,1259,No,No,Female,DSL,44.6,No,No,No,Yes,Yes,Credit card (automatic),Yes,0,No,No,No,2,80.55
No,Month-to-month,1260,No,Yes,Female,DSL,45.0,No phone service,No,Yes,Yes,Yes,Electronic check,No,1,Yes,No,No,29,1228.65
Yes,Month-to-month,1261,No,Yes,Male,DSL,41.15,No phone service,No,No,Yes,No,Electronic check,No,1,Yes,No,No,3,132.2
Yes,Month-to-month,1262,No,Yes,Male,Fiber optic,106.9,Yes,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,13,1364.3
No,Month-to-month,1263,No,No,Male,Fiber optic,89.85,Yes,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,No,No,57,4925.35
No,Two year,1264,No,No,Female,DSL,49.85,No phone service,Yes,Yes,Yes,No,Bank transfer (automatic),No,0,Yes,No,Yes,31,1520.1
No,One year,1265,No,Yes,Female,Fiber optic,113.3,Yes,Yes,Yes,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,45,5032.25
No,Two year,1266,Yes,Yes,Female,DSL,88.1,Yes,Yes,Yes,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,61,5526.75
No,Two year,1267,No,No internet service,Male,No,24.9,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,50,1195.25
No,Month-to-month,1268,No,No,Female,Fiber optic,105.0,No,Yes,Yes,Yes,No,Mailed check,Yes,1,Yes,Yes,Yes,19,2007.25
Yes,Two year,1269,No,No internet service,Male,No,19.35,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,59,1099.6
No,Two year,1270,No,No internet service,Female,No,24.25,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,71,1732.95
Yes,Month-to-month,1271,No,No,Female,Fiber optic,94.45,No,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,Yes,16,1511.2
No,Two year,1272,No,No,Male,DSL,59.75,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,57,3450.15
Yes,Month-to-month,1273,No,No,Male,DSL,24.8,No phone service,No,No,No,No,Bank transfer (automatic),No,0,No,No,No,1,24.8
No,Month-to-month,1274,No,No,Male,Fiber optic,107.05,Yes,Yes,No,No,Yes,Electronic check,Yes,1,Yes,Yes,Yes,20,2172.05
Yes,Month-to-month,1275,No,No,Male,Fiber optic,70.6,No,No,No,No,No,Mailed check,Yes,0,No,No,No,1,70.6
Yes,Month-to-month,1276,No,No,Male,Fiber optic,85.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,5,401.1
Yes,Month-to-month,1277,No,Yes,Female,Fiber optic,105.05,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,52,5624.85
No,Month-to-month,1278,No,No,Male,DSL,64.95,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,No,No,21,1339.8
No,Month-to-month,1279,No,Yes,Male,DSL,55.0,No phone service,No,No,Yes,No,Electronic check,No,0,Yes,Yes,Yes,14,771.95
No,Month-to-month,1280,No,No,Female,DSL,50.55,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,5,244.75
No,Month-to-month,1281,No,No,Female,DSL,55.15,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,6,322.9
No,Month-to-month,1282,No,No,Female,DSL,51.2,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,10,498.25
No,Month-to-month,1283,Yes,No internet service,Female,No,25.4,Yes,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,25.4
No,Month-to-month,1284,No,No,Female,DSL,54.45,Yes,No,Yes,No,No,Mailed check,Yes,0,No,No,No,68,3687.75
Yes,Month-to-month,1285,Yes,Yes,Male,Fiber optic,95.15,No,No,No,No,Yes,Mailed check,Yes,0,Yes,Yes,No,18,1779.95
No,One year,1286,No,No,Female,Fiber optic,76.0,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,22,1783.6
No,Month-to-month,1287,No,No,Female,DSL,44.35,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,20,927.15
Yes,Month-to-month,1288,No,No,Male,Fiber optic,70.0,No,No,No,No,Yes,Electronic check,Yes,0,No,No,No,1,70
Yes,Month-to-month,1289,No,No,Male,Fiber optic,74.5,No,Yes,No,Yes,No,Electronic check,Yes,1,No,No,No,8,606.55
Yes,Month-to-month,1290,No,No,Male,DSL,44.85,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,10,435.4
Yes,Month-to-month,1291,No,No,Male,Fiber optic,76.1,Yes,No,No,Yes,No,Electronic check,Yes,1,No,No,No,24,1712.7
No,One year,1292,No,Yes,Male,DSL,61.2,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,35,2021.2
No,One year,1293,Yes,Yes,Male,Fiber optic,86.8,No,Yes,No,No,Yes,Mailed check,Yes,0,No,No,Yes,23,1940.8
No,Month-to-month,1294,No,No,Female,Fiber optic,89.35,No,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,6,567.8
No,Month-to-month,1295,No,No internet service,Female,No,19.7,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,12,220.35
No,Month-to-month,1296,No,No internet service,Male,No,20.25,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.25
No,Two year,1297,Yes,Yes,Female,Fiber optic,76.05,No,No,No,No,Yes,Electronic check,Yes,0,No,No,No,71,5436.45
No,Month-to-month,1298,No,Yes,Male,Fiber optic,100.8,Yes,No,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,35,3437.5
No,Month-to-month,1299,Yes,Yes,Male,DSL,74.55,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,40,3015.75
Yes,Month-to-month,1300,Yes,No,Female,Fiber optic,73.6,No,No,Yes,Yes,No,Mailed check,Yes,0,No,No,No,1,73.6
No,One year,1301,No,No,Male,DSL,64.9,No,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,23,1509.8
Yes,Month-to-month,1302,No,No,Female,Fiber optic,95.45,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,4,396.1
No,Month-to-month,1303,No,Yes,Male,Fiber optic,90.4,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,4,356.65
No,Two year,1304,Yes,Yes,Female,DSL,60.3,No phone service,Yes,No,No,Yes,Credit card (automatic),No,0,Yes,Yes,Yes,68,4109
No,Month-to-month,1305,Yes,No,Male,Fiber optic,81.85,Yes,Yes,No,Yes,No,Mailed check,Yes,0,No,No,No,38,3141.7
No,Two year,1306,Yes,No internet service,Male,No,24.8,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,52,1229.1
Yes,Month-to-month,1307,No,No,Male,Fiber optic,74.9,Yes,No,No,Yes,Yes,Electronic check,Yes,1,No,No,No,32,2303.35
No,Two year,1308,Yes,Yes,Male,DSL,75.55,No,No,No,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,29,2054.4
No,Month-to-month,1309,Yes,No,Male,Fiber optic,101.15,Yes,Yes,No,No,Yes,Electronic check,Yes,1,Yes,Yes,No,38,3741.85
No,One year,1310,Yes,Yes,Male,DSL,78.75,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,48,3682.45
No,Month-to-month,1311,No,No internet service,Female,No,19.25,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,1,19.25
No,Month-to-month,1312,No,No,Female,Fiber optic,89.05,No,No,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,22,1886.25
No,Two year,1313,No,Yes,Female,Fiber optic,115.05,Yes,Yes,Yes,No,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,43,4895.1
No,Month-to-month,1314,No,No,Female,Fiber optic,69.35,No,No,No,Yes,Yes,Electronic check,Yes,1,No,No,No,5,341.6
Yes,Month-to-month,1315,No,No,Male,Fiber optic,80.6,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,5,415.55
No,One year,1316,Yes,No,Male,Fiber optic,110.05,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,51,5686.4
No,Two year,1317,No,No internet service,Male,No,19.9,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,71,1355.1
Yes,One year,1318,Yes,No,Female,DSL,80.3,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,38,3058.65
Yes,Month-to-month,1319,No,Yes,Male,Fiber optic,93.15,No,No,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,24,2231.05
No,Month-to-month,1320,No,No,Male,Fiber optic,91.5,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,0,No,Yes,Yes,35,3236.35
Yes,One year,1321,No,No,Female,DSL,82.45,Yes,Yes,Yes,No,No,Bank transfer (automatic),Yes,1,Yes,Yes,Yes,54,4350.1
No,Two year,1322,Yes,Yes,Female,DSL,60.0,No phone service,Yes,No,Yes,Yes,Electronic check,No,0,Yes,Yes,Yes,72,4264
No,Month-to-month,1323,No,No,Male,DSL,44.8,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,44.8
No,One year,1324,Yes,No,Female,DSL,48.6,No,No,Yes,No,Yes,Mailed check,Yes,0,No,No,No,9,422.3
No,Two year,1325,No,No,Male,DSL,60.05,No phone service,Yes,Yes,Yes,No,Bank transfer (automatic),No,0,Yes,Yes,Yes,69,4176.7
No,Month-to-month,1326,No,No,Female,Fiber optic,102.7,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,52,5138.1
No,Month-to-month,1327,No,No,Female,Fiber optic,82.9,No,No,No,Yes,Yes,Electronic check,Yes,1,No,Yes,Yes,11,880.05
Yes,Month-to-month,1328,No,No,Female,Fiber optic,70.35,No,No,No,Yes,No,Electronic check,Yes,1,No,No,No,2,139.05
No,Month-to-month,1329,Yes,No,Female,DSL,35.9,No phone service,No,No,Yes,Yes,Electronic check,No,1,No,Yes,No,28,973.65
No,Month-to-month,1330,No,Yes,Female,Fiber optic,82.65,Yes,No,No,Yes,No,Credit card (automatic),Yes,1,No,No,No,17,1470.05
No,Two year,1331,Yes,No internet service,Female,No,19.85,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,35,739.35
No,One year,1332,No,No internet service,Female,No,19.2,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,8,161.95
No,One year,1333,No,Yes,Male,Fiber optic,94.9,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,46,4422.95
Yes,Month-to-month,1334,No,No,Female,Fiber optic,73.85,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,7,511.25
Yes,Month-to-month,1335,No,Yes,Female,Fiber optic,80.6,Yes,No,No,No,No,Mailed check,Yes,0,No,No,No,2,155.8
Yes,One year,1336,Yes,Yes,Male,DSL,75.8,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,68,5293.95
Yes,Two year,1337,No,Yes,Female,Fiber optic,104.6,Yes,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,43,4759.85
No,Two year,1338,No,Yes,Female,DSL,88.15,Yes,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,68,6148.45
No,Month-to-month,1339,No,No,Female,Fiber optic,94.8,No,Yes,No,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,36,3565.65
Yes,Month-to-month,1340,No,Yes,Male,Fiber optic,103.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,63,6603
No,Month-to-month,1341,No,No,Female,DSL,54.65,No,Yes,No,No,No,Bank transfer (automatic),Yes,1,No,No,Yes,32,1830.1
No,Two year,1342,No,Yes,Female,DSL,85.75,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,71,6223.8
No,Month-to-month,1343,Yes,Yes,Female,DSL,67.45,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,66,4508.65
No,One year,1344,No,No internet service,Male,No,20.5,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,63,1328.15
No,One year,1345,Yes,No internet service,Female,No,20.25,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,41,865
No,Month-to-month,1346,No,No,Female,Fiber optic,72.1,Yes,No,No,Yes,No,Electronic check,Yes,1,No,No,No,1,72.1
Yes,Month-to-month,1347,No,No,Female,Fiber optic,90.4,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,2,168.2
